,Unnamed: 0.1,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
966,966,Jesús Chong,1965-01-07,"Gómez Palacio, Durango, Mexico",flyweight,1.60 m (5 ft 3 in),168 cm (66 in),Orthodox,48,32.0,28.0,16.0,0.0,0.0,M,160.0,167.6,Mexico,Mexican,Capricorn,flyweight
967,967,Juan Domingo Córdoba,1972-08-06,"Santiago del Estero, Argentina",flyweight,,,Orthodox,43,34.0,19.0,6.0,3.0,,M,,,Argentina,Argentine,Leo,flyweight
968,968,Nelson Dieppa,1971-02-25,"Vieques, Puerto Rico",flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,33,25.0,14.0,5.0,2.0,1.0,M,163.0,168.0,Puerto Rico,American(Puerto Rican),Pisces,flyweight
969,969,Jesús Géles,1988-02-22,"Cartagena, Colombia",flyweight/flyweight,,,Orthodox,20,15.0,6.0,4.0,1.0,,M,,,Colombia,Colombian,Pisces,flyweight
970,970,Ramón García Hirales,1982-09-10,"La Paz, Baja California Sur, Mexico",flyweight,5 ft 8 in (174 cm),70 in (180 cm),Orthodox,30,20.0,12.0,9.0,1.0,,M,174.0,180.0,Mexico,Mexican,Virgo,flyweight
971,971,Ángel Acosta,1990-10-08,"San Juan, Puerto Rico",flyweight/flyweight/flyweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,28,24.0,22.0,4.0,,,M,163.0,163.0,Puerto Rico,American(Puerto Rican),Libra,flyweight
972,972,Elwin Soto,1996-12-23,"San Felipe, Mexico",flyweight/flyweight,5 ft 3 in (160 cm),,Orthodox,23,20.0,13.0,3.0,,,M,160.0,,Mexico,Mexican,Capricorn,flyweight
973,973,Rafael Torres,1966-04-17,"Santiago de los Caballeros,Dominican Republic",flyweight/flyweight,,,Southpaw,25,16.0,3.0,9.0,,,M,,,Dominican Republic,Dominican,Aries,flyweight
974,974,Eric Jamili,1977-05-20,"Silay, Negros Occidental, Philippines",minimumweight/flyweight,5 ft 6 in (1.68 m),,Southpaw,28,15.0,8.0,11.0,2.0,,M,168.0,,Philippines,Filipino,Taurus,minimumweight
975,975,Kermin Guardia,1970-01-17,"Turbo, Colombia",flyweight/flyweight,5 ft 5 in (165 cm),69 in (175 cm),Southpaw,50,37.0,20.0,12.0,,1.0,M,165.0,175.0,Colombia,Colombian,Capricorn,flyweight
976,976,Jorge Mata,1970-04-26,"León, Castile and León, Spain",flyweight,4 ft 11 in (150 cm),,Orthodox,14,11.0,6.0,1.0,2.0,,M,150.0,,Spain,Spanish,Taurus,flyweight
977,977,Eduardo Ray Márquez,1976-02-05,"Managua, Nicaragua",flyweight/flyweight,5 ft 3+1⁄2 in (161 cm),66 in (168 cm),Orthodox,30,18.0,13.0,9.0,1.0,2.0,M,161.0,168.0,Nicaragua,Nicaraguan,Aquarius,flyweight
978,978,Moisés Fuentes,1985-09-20,"Mexico City, Mexico",minimumweight/flyweight/flyweight/flyweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,33,25.0,14.0,7.0,1.0,,M,169.0,173.0,Mexico,Mexican,Virgo,minimumweight
979,979,Merlito Sabillo,1984-01-19,"Toboso, Negros Occidental, Philippines",minimumweight/flyweight,5 ft 3 in (1.60 m),,Southpaw,36,27.0,13.0,8.0,1.0,,M,160.0,,Philippines,Filipino,Capricorn,minimumweight
980,980,Riku Kano,1997-11-16,"Kawanishi, Hyōgo, Japan",flyweight/flyweight/flyweight,5 ft 4 in (163 cm),65+1⁄2 in (166 cm),Southpaw,28,22.0,11.0,4.0,2.0,,M,163.0,166.0,Japan,Japanese,Scorpio,flyweight
981,981,Tatsuya Fukuhara,1989-05-08,"Kumamoto, Japan",flyweight,5 ft 4+1⁄2 in (164 cm),63 in (160 cm),Southpaw,34,21.0,7.0,7.0,6.0,,M,164.0,160.0,Japan,Japanese,Taurus,flyweight
982,982,Ryuya Yamanaka,1995-04-11,"Mihara, Osaka, Japan",flyweight/flyweight/flyweight,5 ft 4 in (163 cm),66+1⁄2 in (169 cm),Orthodox,22,19.0,6.0,4.0,,,M,163.0,169.0,Japan,Japanese,Aries,flyweight
983,983,Vic Saludar,1990-11-03,"Polomolok, Philippines",flyweight,5 ft 3 in (160 cm),65+1⁄2 in (166 cm),Orthodox,29,23.0,13.0,6.0,,,M,160.0,166.0,Philippines,Filipino,Scorpio,flyweight
984,984,Wilfredo Méndez,1996-11-10,"Caguas, Puerto Rico",flyweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Southpaw,21,18.0,6.0,3.0,1.0,,M,164.0,163.0,Puerto Rico,American(Puerto Rican),Scorpio,flyweight
985,985,Masataka Taniguchi,1994-01-19,"Kobe, Japan",flyweight/flyweight,5 ft 4 in (163 cm),64+1⁄2 in (164 cm),Southpaw,21,17.0,11.0,4.0,,,M,163.0,164.0,Japan,Japanese,Capricorn,flyweight
986,986,Melvin Jerusalem,1994-02-22,"Manolo Fortich, Bukidnon, Philippines",flyweight,5 ft 2 in (157 cm),62 in (157 cm),Orthodox,24,21.0,12.0,3.0,,,M,157.0,157.0,Philippines,Filipino,Pisces,flyweight
987,987,Ken Norton,1943-08-09,"Jacksonville, Illinois, U.S.",heavyweight,6 ft 3 in (191 cm),80 in (203 cm),,50,42.0,33.0,7.0,1.0,,M,191.0,203.0,USA,American,Leo,heavyweight
988,988,Tim Witherspoon,1957-12-27,"Philadelphia, Pennsylvania, U.S.",heavyweight,6 ft 3+1⁄2 in (192 cm),78 in (198 cm),Orthodox,69,55.0,38.0,13.0,1.0,,M,192.0,198.0,USA,American,Capricorn,heavyweight
989,989,Trevor Berbick,1954-08-01,"Norwich, Port Antonio, Jamaica",heavyweight,6 ft 2 in (188 cm),78 in (198 cm),Orthodox,61,49.0,29.0,11.0,1.0,,M,188.0,198.0,Jamaica,Jamaican,Leo,heavyweight
990,990,Oliver McCall,1965-04-21,"Chicago, Illinois, U.S.",heavyweight,6 ft 2 in (188 cm),82 in (208 cm),Orthodox,75,59.0,38.0,14.0,,2.0,M,188.0,208.0,USA,American,Taurus,heavyweight
991,991,Frank Bruno,1961-11-16,"Hammersmith, London, England",heavyweight,6 ft 3 in (191 cm)[1],82 in (208 cm)[1],Orthodox,45,40.0,38.0,5.0,,,M,191.0,208.0,England,British,Scorpio,heavyweight
992,992,Oleg Maskaev,1969-03-02,"Abay, Kazakh SSR,Soviet Union(now Kazakhstan)",heavyweight,1.91 m (6 ft 3 in),201 cm (79 in),Orthodox,46,39.0,28.0,7.0,,,M,191.0,200.7,Kazakhstan,Kazakh,Pisces,heavyweight
993,993,Samuel Peter,1980-09-06,"Akwa Ibom, Nigeria",heavyweight,1.88 m (6 ft 2 in),196 cm (77 in),Orthodox,47,38.0,31.0,9.0,,,M,188.0,195.6,Nigeria,Nigerian,Virgo,heavyweight
994,994,Bermane Stiverne,1978-11-01,"Plaine-du-Nord, Haiti",heavyweight,6 ft 2 in (188 cm)[1],77 in (196 cm)[1],Orthodox,32,25.0,21.0,6.0,1.0,,M,188.0,196.0,Haiti,Haitian,Scorpio,heavyweight
995,995,S. T. Gordon,1959-04-18,"Pasco, Washington, USA",cruiserweight,6 ft 0 in (183 cm),"78""",,27,20.0,17.0,7.0,,,M,183.0,198.0,USA,American,Aries,cruiserweight
996,996,Alfonso Ratliff,1956-02-18,"Clarksdale, Mississippi, U.S.",cruiserweight,6 ft 4 in (193 cm),78 in (198 cm),Orthodox,34,25.0,18.0,9.0,,,M,193.0,198.0,USA,American,Aquarius,cruiserweight
997,997,Sammy Reeson,1963-01-05,,heavyweight/cruiserweight,6 ft 1.5 in (1.867 m),,,26,24.0,5.0,2.0,0.0,,M,187.0,,,,Capricorn,cruiserweight
998,998,Massimiliano Duran,1963-11-03,"Ferrara, Emilia Romagna, Italy",cruiserweight,6 ft 1+1⁄2 in (187 cm),,Orthodox,25,19.0,8.0,6.0,,,M,187.0,,Italy,Italian,Scorpio,cruiserweight
999,999,Anaclet Wamba,1960-01-06,"Liranga, French Equatorial Africa",cruiserweight/heavyweight,190 cm (6 ft 3 in),201 cm (79 in),,49,46.0,23.0,2.0,1.0,,M,190.0,200.7,Congo,Congolese,Capricorn,cruiserweight
1000,1000,Marcelo Domínguez,1970-01-15,"Ituzaingó, Buenos Aires",heavyweight,,,,57,48.0,25.0,8.0,1.0,0.0,M,,,Argentina,Argentine,Capricorn,heavyweight
1001,1001,Juan Carlos Gómez,1973-07-26,"Havana, Cuba",cruiserweight/heavyweight,6 ft 3+1⁄2 in (192 cm),80+1⁄2 in (204 cm),Southpaw,60,55.0,39.0,4.0,,1.0,M,192.0,204.0,Cuba,Cuban,Leo,cruiserweight
1002,1002,Wayne Braithwaite,1975-08-09,"Georgetown, Guyana",heavyweight/cruiserweight/heavyweight,6 ft 0 in (183 cm),,Southpaw,30,24.0,20.0,6.0,,,M,183.0,,Guyana,Guyanese,Leo,cruiserweight
1003,1003,Giacobbe Fragomeni,1969-08-13,"Milan, Lombardy, Italy",cruiserweight,1.77 m (5 ft 10 in),,Orthodox,42,35.0,14.0,5.0,2.0,,M,177.0,,Italy,Italian,Leo,cruiserweight
1004,1004,Grigory Drozd,1979-08-26,"Prokopyevsk, Russian SFSR, Soviet Union (now Russia)",cruiserweight,6 ft 1 in (185 cm),76 in (193 cm),Orthodox,41,40.0,28.0,1.0,,,M,185.0,193.0,Russia,Russian,Virgo,cruiserweight
1005,1005,Tony Bellew,1982-11-30,"Liverpool, England",heavyweight/cruiserweight/heavyweight,6 ft 3 in (191 cm)[1],74 in (188 cm)[1],Orthodox,34,30.0,20.0,3.0,1.0,,M,191.0,188.0,England,British,Sagittarius,cruiserweight
1006,1006,Ilunga Makabu,1987-11-08,"Kananga, Zaire",heavyweight/cruiserweight,1.83 m (6 ft 0 in),188 cm (74 in),Southpaw,33,29.0,25.0,4.0,,,M,183.0,188.0,Congo,Congolese,Scorpio,cruiserweight
1007,1007,Badou Jack,1983-10-31,"Stockholm, Sweden",middleweight/heavyweight/cruiserweight,6 ft 1 in (185 cm),73 in (185 cm),,34,28.0,17.0,3.0,3.0,,M,185.0,185.0,Sweden,Swedish,Scorpio,middleweight
1008,1008,John Conteh,1951-05-27,"Toxteth, Liverpool,Lancashire, England",heavyweight/cruiserweight/heavyweight,6 ft 0 in (183 cm),76 in (193 cm),Orthodox,39,34.0,24.0,4.0,1.0,,M,183.0,193.0,England,British,Gemini,cruiserweight
1009,1009,Miguel Ángel Cuello,1946-02-27,"Santa Fe, Argentina",heavyweight,5 ft 9 in (175 cm),,Orthodox,22,21.0,20.0,1.0,,,M,175.0,,Argentina,Argentine,Pisces,heavyweight
1010,1010,Mate Parlov,1948-11-16,"Split, PR Croatia, FPR Yugoslavia",heavyweight/cruiserweight,1.86 m (6 ft 1 in),,,29,24.0,12.0,3.0,2.0,0.0,M,186.0,,Croatia,Croatian,Scorpio,cruiserweight
1011,1011,J. B. Williamson,1956-12-18,"Indianapolis, Indiana, U.S.",middleweight/heavyweight/heavyweight,6 ft 1+1⁄2 in (187 cm),78 in (198 cm),Orthodox,43,26.0,10.0,16.0,0.0,1.0,M,187.0,198.0,USA,American,Sagittarius,middleweight
1012,1012,Dennis Andries,1953-11-05,"Georgetown, Guyana",heavyweight/cruiserweight,5 ft 10+1⁄2 in (179 cm),72+1⁄2 in (184 cm),Orthodox,65,49.0,30.0,14.0,2.0,,M,179.0,184.0,Guyana,Guyanese,Scorpio,cruiserweight
1013,1013,Donny Lalonde,1960-03-12,"Kitchener, Ontario, Canada",heavyweight/cruiserweight,,,Orthodox,47,41.0,33.0,5.0,1.0,0.0,M,,,Canada,Canadian,Pisces,cruiserweight
1014,1014,Tony Willis,1960-06-17,"Liverpool, England",lightweight,,,,29,25.0,16.0,4.0,0.0,0.0,M,,,England,British,Gemini,lightweight
1015,1015,Mike McCallum,1956-12-07,"Kingston, Jamaica",middleweight/middleweight/heavyweight/cruiserweight,5 ft 11+1⁄2 in (182 cm)[1],78 in (198 cm)[1],Orthodox,55,49.0,36.0,5.0,1.0,,M,182.0,198.0,Jamaica,Jamaican,Sagittarius,middleweight
1016,1016,Fabrice Tiozzo,1969-05-08,"Saint-Denis, France",heavyweight/cruiserweight,6 ft 0+1⁄2 in (184 cm),72 in (183 cm),Orthodox,50,48.0,32.0,2.0,,,M,184.0,183.0,France,French,Taurus,cruiserweight
1017,1017,Montell Griffin,1970-06-06,"Chicago, Illinois, U.S.",heavyweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,59,50.0,30.0,8.0,1.0,,M,170.0,178.0,USA,American,Gemini,heavyweight
1018,1018,Adrian Diaconu,1978-06-09,"Ploieşti, Romania",heavyweight,1.75 m (5 ft 9 in),183 cm (72 in),Orthodox,30,27.0,15.0,3.0,,,M,175.0,182.9,Romania,Romanian,Gemini,heavyweight
1019,1019,Oleksandr Gvozdyk,1987-04-15,"Kharkiv, Ukrainian SSR,Soviet Union",heavyweight/cruiserweight,1.88 m (6 ft 2 in)[1],192 cm (75.5 in),Orthodox,21,20.0,16.0,1.0,,,M,188.0,191.8,Ukraine,Ukrainian,Aries,cruiserweight
1020,1020,Thulani Malinga,1955-12-11,"Ladysmith, South Africa",middleweight/middleweight/heavyweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,57,44.0,19.0,13.0,,,M,177.0,,South Africa,South African,Sagittarius,middleweight
1021,1021,Vincenzo Nardiello,1966-06-11,"Stuttgart, West Germany",middleweight,5 ft 10+1⁄2 in (179 cm),73 in (185 cm),Southpaw,41,34.0,19.0,7.0,,,M,179.0,185.0,Germany,German,Gemini,middleweight
1022,1022,Richie Woodhall,1968-04-17,"Birmingham, England",middleweight/middleweight,,,Orthodox,29,26.0,16.0,3.0,,,M,,,England,British,Aries,middleweight
1023,1023,Markus Beyer,1971-04-28,"Erlabrunn, East Germany",middleweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,39,35.0,13.0,3.0,1.0,,M,177.0,180.0,Germany,German,Taurus,middleweight
1024,1024,Glenn Catley,1972-03-15,"Frampton Cotterell, England [1]",middleweight,5 ft 8+1⁄2 in (174 cm)[1],70 in (178 cm)[1],Orthodox,36,29.0,22.0,7.0,0.0,,M,174.0,178.0,England,British,Pisces,middleweight
1025,1025,Dave Hilton Jr.,1963-12-09,"Port Credit, Ontario, Canada",middleweight,5 ft 8 in (1.73 m),,Orthodox,45,41.0,26.0,2.0,2.0,,M,173.0,,Canada,Canadian,Sagittarius,middleweight
1026,1026,Éric Lucas,1971-05-29,"Montreal, Quebec, Canada",middleweight/heavyweight/cruiserweight,6 ft 0 in (183 cm),74 in (188 cm),orthodox,50,39.0,15.0,8.0,3.0,0.0,M,183.0,188.0,Canada,Canadian,Gemini,middleweight
1027,1027,Cristian Sanavia,1975-02-27,"Piove di Sacco, Italy",middleweight/middleweight,5 ft 7+1⁄2 in (171 cm),,Southpaw,56,49.0,15.0,6.0,1.0,,M,171.0,,Italy,Italian,Pisces,middleweight
1028,1028,Mikkel Kessler,1979-03-01,"Copenhagen, Denmark",middleweight/heavyweight,1.85 m (6 ft 1 in),188 cm (74 in),Orthodox,49,46.0,35.0,3.0,,,M,185.0,188.0,Denmark,Danish,Pisces,middleweight
1029,1029,Anthony Dirrell,1984-10-14,"Flint, Michigan, U.S.",middleweight,6 ft 1+1⁄2 in (187 cm)[1],74+1⁄2 in (189 cm)[1],Orthodox,39,34.0,25.0,3.0,2.0,,M,187.0,189.0,USA,American,Libra,middleweight
1030,1030,David Benavidez,1996-12-17,"Phoenix, Arizona, U.S.",middleweight/heavyweight,188 cm (6 ft 2 in) [1],74+1⁄2 in (189 cm)[2],Orthodox,28,28.0,24.0,,,,M,188.0,189.0,USA,American,Sagittarius,middleweight
1031,1031,Avni Yildirim,1991-08-05,"Sivas, Turkey",middleweight/middleweight/heavyweight,5 ft 11+1⁄2 in (182 cm),70 in (178 cm),Orthodox stance,29,24.0,13.0,5.0,,,M,182.0,178.0,Turkey,Turkish,Leo,middleweight
1032,1032,Rodrigo Valdéz,1946-02-22,"Cartagena, Colombia",middleweight,5 ft 8 in (173 cm),70 in (178 cm),Orthodox,73,63.0,43.0,8.0,2.0,,M,173.0,178.0,Colombia,Colombian,Pisces,middleweight
1033,1033,Bennie Briscoe,1943-02-08,"Augusta, Georgia, United States",middleweight/middleweight/super welterweight/welterweight,5 ft 8 in (1.73 m),,Orthodox,96,66.0,53.0,24.0,5.0,1.0,M,173.0,,USA,American,Aquarius,welterweight
1034,1034,Quincy Taylor,1963-07-18,"Dallas, Texas, U.S.",middleweight,5 ft 9+1⁄2 in (177 cm),73 in (185 cm),Southpaw,32,28.0,24.0,4.0,,,M,177.0,185.0,USA,American,Cancer,middleweight
1035,1035,Hacine Cherifi,1967-12-12,"Lyon, France",middleweight,5 ft 11 in (180 cm),,Orthodox,49,36.0,20.0,12.0,1.0,,M,180.0,,France,French,Sagittarius,middleweight
1036,1036,Sebastian Zbik,1982-03-17,"Neubrandenburg, East Germany(nowadays Germany)",middleweight/middleweight,5 ft 11+1⁄2 in (182 cm),72 in (183 cm),Orthodox,32,30.0,10.0,2.0,,,M,182.0,183.0,Germany,German,Pisces,middleweight
1037,1037,Julio César Chávez Jr.,1986-02-16,"Culiacán, Sinaloa, Mexico",featherweight/lightweight/welterweight/welterweight/middleweight/middleweight/middleweight/heavyweight/cruiserweight,6 ft 0 in (183 cm)[1],73 in (185 cm),Orthodox,61,53.0,34.0,6.0,1.0,1.0,M,183.0,185.0,Mexico,Mexican,Aquarius,featherweight
1038,1038,Denny Moyer,1939-08-08,"Portland, Oregon, USA",middleweight,5 ft 8.5 in (1.74 m),,Orthodox,141,98.0,25.0,38.0,4.0,1.0,M,174.0,,USA,American,Leo,middleweight
1039,1039,Ralph Dupas,,,lightweight/welterweight/junior middleweight,,,Orthodox,135,106.0,19.0,23.0,6.0,,M,,,,,,lightweight
1040,1040,Sandro Mazzinghi,1938-10-03,"Pontedera, Italy",,,,,69,64.0,42.0,3.0,0.0,2.0,M,,,Italy,Italian,Libra,
1041,1041,Kim Ki-Soo,1939-09-17,"Hokusei, Chōsen(nowadays Pukchong, North Korea)",middleweight/middleweight,5 ft 7 in (170 cm),69+1⁄2 in (177 cm),Southpaw,37,33.0,17.0,2.0,2.0,,M,170.0,177.0,South Korea,South Korean,Virgo,middleweight
1042,1042,Freddie Little,1936-04-25,"Picayune, Mississippi, U.S.",middleweight,5 ft 7 in (170 cm),,,58,51.0,31.0,6.0,,1.0,M,170.0,,USA,American,Taurus,middleweight
1043,1043,Carmelo Bossi,1939-10-15,"Milan, Italy",welterweight/middleweight,5 ft 7 in (170 cm),,Orthodox,51,40.0,10.0,8.0,3.0,,M,170.0,,Italy,Italian,Libra,welterweight
1044,1044,Miguel de Oliveira,1947-09-30,"São Manuel, São Paulo, Brazil",middleweight,5 ft 8+1⁄2 in (174 cm),70+1⁄2 in (179 cm),Orthodox,51,45.0,27.0,5.0,1.0,,M,174.0,179.0,Brazil,Brazilian,Libra,middleweight
1045,1045,Elisha Obed,1952-02-21,"Nassau, Bahamas",middleweight,5 ft 11 in (180 cm),72 in (183 cm),Orthodox,120,91.0,60.0,22.0,4.0,3.0,M,180.0,183.0,Bahamas,Bahamian,Pisces,middleweight
1046,1046,Eckhard Dagge,1948-02-27,"Probsteierhagen, West Germany",middleweight/middleweight,5 ft 11 in (180 cm),,Orthodox,32,26.0,16.0,5.0,1.0,,M,180.0,,Germany,German,Pisces,middleweight
1047,1047,Rocky Mattioli,1953-09-20,"Ripa Teatina, Abruzzo, Italy",middleweight,5 ft 6+1⁄2 in (169 cm),67 in (170 cm),Orthodox,73,64.0,51.0,7.0,2.0,,M,169.0,170.0,Italy,Italian,Virgo,middleweight
1048,1048,Maurice Hope,1951-12-06,"St. John's, Antigua and Barbuda",middleweight/middleweight,5 ft 8+1⁄2 in (174 cm),69 in (175 cm),Southpaw,35,30.0,24.0,4.0,1.0,,M,174.0,175.0,England,British,Sagittarius,middleweight
1049,1049,Lupe Aquino,1963-01-23,"Chihuahua, Chihuahua, Mexico",welterweight/middleweight/middleweight,5 ft 7 in (1.70 m),,,64,53.0,36.0,9.0,2.0,,M,170.0,,Mexico,Mexican,Aquarius,welterweight
1050,1050,John Mugabi,1960-03-04,"Kampala, Uganda",middleweight/middleweight/middleweight/heavyweight,1.74 m (5 ft 9 in),188 cm (74 in),Orthodox,50,42.0,39.0,7.0,1.0,,M,174.0,188.0,Uganda,Ugandan,Pisces,middleweight
1051,1051,Keith Mullings,1968-01-08,"Manchester Parish, Jamaica",middleweight,5 ft 9+1⁄2 in (177 cm),74+1⁄2 in (189 cm),Orthodox,25,16.0,11.0,8.0,1.0,,M,177.0,189.0,Jamaica,Jamaican,Capricorn,middleweight
1052,1052,Javier Castillejo,1968-03-22,"Parla, Madrid, Spain",welterweight/middleweight/middleweight,5 ft 11 in (180 cm)[1],70 in (178 cm)[1],Orthodox,72,62.0,43.0,8.0,1.0,1.0,M,180.0,178.0,Spain,Spanish,Aries,welterweight
1053,1053,Sergio Mora,1980-12-04,"East Los Angeles, California, U.S.",middleweight/middleweight/middleweight/welterweight,6 ft 0 in (1.83 m),75 in (191 cm),Orthodox,36,29.0,9.0,5.0,2.0,,M,183.0,191.0,USA,American,Sagittarius,welterweight
1054,1054,Tony Harrison,1937-04-30,,,,,,,,,,,,M,,,,,Taurus,
1055,1055,John H. Stracey,1950-09-22,"Barking, England",welterweight,5 ft 7+1⁄2 in (171 cm)[1],70 in (178 cm)[1],Orthodox,51,45.0,37.0,5.0,1.0,,M,171.0,178.0,England,British,Virgo,welterweight
1056,1056,Milton McCrory,1962-02-07,"Detroit, Michigan, U.S.",welterweight/middleweight,6 ft 0 in (183 cm),75 in (191 cm),Orthodox,40,35.0,25.0,4.0,1.0,,M,183.0,191.0,USA,American,Aquarius,welterweight
1057,1057,Victor Ortiz,1987-01-31,"Garden City, Kansas, U.S.",welterweight/welterweight/middleweight,5 ft 9 in (175 cm),70 in (178 cm),Southpaw,43,33.0,25.0,7.0,3.0,,M,175.0,178.0,USA,American,Aquarius,welterweight
1058,1058,Keith Thurman,1988-11-23,"Clearwater, Florida, U.S.",welterweight/middleweight,5 ft 7+1⁄2 in (171 cm)[1],69 in (175 cm)[1],Orthodox,32,30.0,22.0,1.0,,1.0,M,171.0,175.0,USA,American,Sagittarius,welterweight
1059,1059,Carlos Morocho Hernández,1939-04-22,"Caracas, Venezuela",super lightweight,5 ft 6 in / 167cm,,orthodox,76,60.0,44.0,12.0,4.0,,M,167.0,,Venezuela,Venezuelan,Taurus,lightweight
1060,1060,Pedro Adigue,1943-11-16,"Palanas, Commonwealth of the Philippines",lightweight/welterweight,5 ft 6 in (168 cm),69+1⁄2 in (177 cm),Orthodox,65,37.0,15.0,21.0,7.0,,M,168.0,177.0,Philippines,Filipino,Scorpio,lightweight
1061,1061,Perico Fernandez,1952-10-19,"Zaragoza, Spain",lightweight/welterweight/welterweight,1.69 m (5 ft 7 in),,Orthodox,127,82.0,47.0,28.0,15.0,2.0,M,169.0,,Spain,Spanish,Libra,lightweight
1062,1062,Saensak Muangsurin,1950-08-13,"Tambon Ban Sadiang, Amphoe Mueang Phetchabun, Phetchabun province, Thailand",welterweight,5 ft 7 in (170 cm),,Southpaw,20,14.0,11.0,6.0,0.0,0.0,M,170.0,,Thailand,Thai,Leo,welterweight
1063,1063,Miguel Velasquez,1944-12-27,"Santa Cruz de Tenerife, Canary Islands, Spain",lightweight/welterweight,5 ft 7 in (170 cm),,Orthodox,73,66.0,33.0,4.0,3.0,,M,170.0,,Spain,Spanish,Capricorn,lightweight
1064,1064,Saoul Mamby,1947-06-04,"Bronx, New York, U.S",welterweight/welterweight,5 ft 8 in (173 cm),70 in (178 cm),,85,45.0,18.0,34.0,6.0,,M,173.0,178.0,USA,American,Gemini,welterweight
1065,1065,Leroy Haley,1952-12-27,"Garland County, Arkansas, U.S.",welterweight,5 ft 4+1⁄2 in (164 cm),69 in (175 cm),Orthodox,57,48.0,15.0,6.0,2.0,1.0,M,164.0,175.0,USA,American,Capricorn,welterweight
1066,1066,Bruce Curry,1956-03-29,"Marlin, Texas, U.S.",welterweight,5 ft 9+1⁄2 in (177 cm),67 in (170 cm),Orthodox,41,33.0,17.0,8.0,,,M,177.0,170.0,USA,American,Aries,welterweight
1067,1067,René Arredondo,1961-06-15,"Apatzingan, Mexico",welterweight/welterweight,,,,58,46.0,40.0,12.0,0.0,,M,,,Mexico,Mexican,Gemini,welterweight
1068,1068,Tsuyoshi Hamada,1960-11-29,"Nakagasuku, USCAR[3] (nowadays Nakagasuku, Okinawa, Japan)",welterweight,5 ft 7 in (1.70 m),,southpaw,24,21.0,19.0,2.0,,1.0,M,170.0,,Japan,Japanese,Sagittarius,welterweight
1069,1069,Frankie Randall,1961-09-25,"Birmingham, Alabama, U.S.",lightweight/welterweight/welterweight/middleweight,5 ft 9 in (175 cm)[1],68 in (173 cm)[1],Orthodox,77,58.0,42.0,18.0,1.0,,M,175.0,173.0,USA,American,Libra,lightweight
1070,1070,Junior Witter,1974-03-10,"Bradford, West Yorkshire, England",welterweight/welterweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,53,43.0,23.0,8.0,2.0,,M,170.0,170.0,England,British,Pisces,welterweight
1071,1071,Érik Morales,1976-09-01,"Tijuana, Baja California, Mexico",bantamweight/featherweight/featherweight/lightweight/welterweight/welterweight,5 ft 8 in (173 cm)[1],72 in (183 cm)[1],Orthodox,61,52.0,36.0,9.0,,,M,173.0,183.0,Mexico,Mexican,Virgo,bantamweight
1072,1072,Viktor Postol,1984-01-16,"Velyka Dymerka, Ukrainian SSR, Soviet Union",welterweight,1.80 m (5 ft 11 in),187 cm (74 in),Orthodox,36,31.0,12.0,5.0,,,M,180.0,188.0,Ukraine,Ukrainian,Capricorn,welterweight
1073,1073,Regis Prograis,1989-01-24,"New Orleans, Louisiana, U.S.",welterweight,5 ft 8 in (173 cm),67 in (170 cm),Southpaw,31,29.0,24.0,2.0,,,M,173.0,170.0,USA,American,Aquarius,welterweight
1074,1074,Pedro Carrasco,1943-07-11,"Alosno, Spain",lightweight/welterweight,5 ft 9 in (175 cm),,Orthodox,110,105.0,67.0,3.0,2.0,,M,175.0,,Spain,Spanish,Cancer,lightweight
1075,1075,Chango Carmona,1944-09-29,Mexico City,lightweight,5 ft 8 in (1.73 m),,Southpaw,67,52.0,42.0,13.0,2.0,,M,173.0,,Mexico,Mexican,Libra,lightweight
1076,1076,Guts Ishimatsu,1949-06-05,"Awano, Tochigi Prefecture, Japan[1](now in Kanuma)",lightweight/[1],171 cm (5 ft 7 in)[1],172 cm (68 in)[1],Orthodox,51,31.0,17.0,14.0,6.0,0.0,M,171.0,172.7,Japan,Japanese,Gemini,lightweight
